"museumid","sitename","vesselname","protected","origin","launchedy","periodc","vesseltype","purpose","propulsion","lengthm","beamm","tonnagebrt","physicaldescription","biography","wrecked","latitude","longitude","locationdescription","shipwreckingcause","shipwreckingy","depthm","toponym","locationtype","storyofshipwrecking","discoveryy","storyofdiscovery","objectsrecovered","text"
573,"Latvia","Latvia","no",NA,"1877","19. sajand","aurik","kaubalaev","aurulaev","75.28","9.78","1312.2",NA,"1877 - ehitamine, West-Hartlepool, Inglismaa 01.10.1917 - laevahukk","yes",NA,NA,"Arvatavasti madalik Soela vainas","madalalesoit",1917,NA,"Soela vain","madal","Jai 1.10.1917.a. kinni madalikule Soela vainas (?) ega saadud paasta. Laev oli planeeritud uputada Soela faarvaatrisse selle tokestamiseks.",NA,NA,"no","Latvia (ex Scandinavien), Raj. V -   (?), aurik, kaubalaev, 1312,20 BRT, ehit.1877.a. West-Hartlepoolis, L=75,28 m  B=9,78 m. Jai 1.10.1917.a. kinni madalikule Soela vainas (?) ega saadud paasta. Laev oli planeeritud uputada Soela faarvaatrisse selle  tokestamiseks. (A37 lk.290, A67 lk.61, A125 lk.58"
2284,"Leeni","Leeni","no","Eesti",NA,"20. sajand","aurik","kaubalaev","aurulaev","83.31","11.32","1842",NA,"21.08.1941 - laevahukk, Juminda miinivali 2006 - leidmine","yes",59.7208401556513,25.4613609591637,"Juminda miinivali","miin",1941,NA,"Juminda miinivali","miinivali","Hukkus Juminda miinivaljal 21. augustil 1941.a. teel Tallinnast Kroonlinna.","2006",NA,"no","Leeni, Raj. II -  , Eesti aurik, kaubalaev 1842 brt, pikkus 83,31 meetrit, laius 11,32 meetrit, hukkus Juminda miinivaljal 21. augustil 1941.a. teel Tallinnast Kroonlinna. Leitud 2006.a. Koordinaadid 59*43,3284<U+00B4>N; 25*24,1082<U+00B4>E (A1;A324)"
2475,"Lunatsarski","Lunatsarski","no","Holland","1922","20. sajand","aurik","kaubalaev","aurulaev","109.78","15.33","3618",NA,"1922 - ehitamine, Holland 26.08.1941 - laevahukk 1950ndad - ulestostmine ja vanarauaks loikamine","ules tostetud",NA,NA,"Kopli laht","ohurunnak",1941,NA,"Kopli laht","laht","Hukkus Kopli lahes lennurunnaku tagajarjel 26.08.1941.a. Tosteti ules ja loigati vanarauaks 1950-ndatel aastatel.",NA,NA,"yes","Lunatsarski (BT-513, ex Leeghwater, Eemdijk), Raj. II -   , aurik, kaubalaev 3618 BRT, ehit. 1922.a. Hollandis, L=109,78 m  B=15,33 m, hukkus Kopli lahes lennurunnaku tagajarjel 26.08.1941.a. Tosteti ules ja loigati vanarauaks 1950-ndatel aastatel.  (A1 lk.76,94,112,113,115,125, A4 lk.31)"
696,"Newa","Newa","no","Saksamaa",NA,"20. sajand","aurik","kaubalaev","aurulaev",NA,NA,"916",NA,"19.11.1917 - laevahukk","yes",57.7333059261586,22.1455804456348,"Kura kurk","uputamine",1917,NA,"Irbe vain","vain","Uputati 19.11.1917.a. I maailmasoja ajal Kura kurgus, Saksa merevae teenistuses,",NA,NA,"no","Newa, Raj. VI -   , aurik, kaubalaev 916 brt, uputati 19.11.1917.a. I maailmasoja ajal Kura kurgus, Saksa merevae teenistuses, koordinaatides 57*43,9790<U+00B4>N; 22*08,7300<U+00B4>E. (A87,A367)"
2277,"Pearu","Pearu","no","Eesti",NA,"20. sajand","aurik","kaubalaev","aurulaev","76.33","10.97","1215",NA,"14.08.1941 - laevahukk, Juminda miinivali 2007 - avastamine","yes",59.7217633286437,25.3992473322107,"Juminda miinivali","miin",1941,NA,"Juminda miinivali","miinivali","Hukkus teel Leningradist Tallinna Juminda miinivaljal 14. augustil 1941.a.","2007","Leitud 2007.a.","no","Pearu, (peale 1940 Vodnik), Raj. II - , Eesti aurik, kaubalaev, 1215 brt, pikkus 76,33 meetrit, laius 10,97 meetrit, hukkus teel Leningradist Tallinna Juminda miinivaljal 14. augustil 1941.a. Leitud 2007.a. Koordinaadid 59*43,2800<U+00B4>N; 25*23,9400<U+00B4>E (A1; A324)"
583,"Pokoi","Pokoi","no","Saksamaa","1907","20. sajand","aurik","kaubalaev","aurulaev","84.1","12.1","1767",NA,"1907 - ehitamine, Saksamaa 17.10.1917 - laevahukk 1919 - ulestostmine, tagastamine omanikule, umbernimetamine: Travemunde","ules tostetud",NA,NA,"Vainameri, Slava faarvaater","uputamine",1917,NA,"Vainameri",NA,"Uputati Vainamerre nn. Slava faarvaatri tokestamiseks 17.10.1917.a. Tosteti ules 1919.a., anti omanikule tagasi ja nimetati umber Travemundeks.",NA,"Tosteti ules 1919. aastal, anti omanikule tagasi ja nimetati umber Travemundeks.","yes","Pokoi (ex Marie Machmann, Phoenix, Luise Leonhardt, Leonhardt Blumberg ), Raj. V -   , kaubaaurik, kaubalaev, 1767 BRT, ehit. 1907.a. Saksamaal, L=84,1 m  B=12,10 m. Uputati Vainamerre nn. Slava faarvaatri tokestamiseks 17.10.1917.a. Tosteti ules 1919.a., anti omanikule tagasi ja nimetati umber Travemundeks. (A8 lk.444, A37 lk.301)"
2342,"Rasma","Rasma","no","Inglismaa","1902","20. sajand","aurik","kaubalaev","aurulaev","99.24","14.66","3204",NA,"1902 - ehitamine, Inglismaa 05.07.1941 - laevahukk, Juminda miinivali","yes",59.6854217448779,25.7882983839168,NA,"miinivali",1941,NA,"Juminda miinivali","miinivali","Laks Juminda miinivaljal Soome allveelaeva pandud miinile 05.juulil 1941.a. ja soitis vigastatuna kinni Mohni saare W nurgale.",NA,NA,"no","Rasma (ex Zemvaldis, Dickie, Baltik, Theodoros, Wieringen, Burgemeesters<U+00B4> Jacob), Raj. II - ,  aurik, kaubalaev, ehit. 1902.a. Inglismaal, 3204 BRT. L=99,24 m, B=14,66 m. Laks Juminda miinivaljal Soome allveelaeva pandud miinile 05.juulil 1941.a. ja soitis vigastatuna kinni Mohni saare W nurgale. (merekaardil, A1 lk.76,121 A208 lk.196, A324, foto)"
3126,"Reinbek","Reinbek","no","Saksamaa","1938","20. sajand","aurik","kaubalaev","aurulaev","99","14.7","2804",NA,"1938 - ehitamine, Lubeck, Saksamaa 10.12.1939 - laevahukk 2011 - avastamine","yes",59.7044052867995,24.4583613474746,"Naissaarest N pool","torpeedo",1939,NA,"Naissaar","saarelahedane","Torpedeeriti 10.12.1939.aastal Vene allveelaeva Sts-322 poolt Naissaarest N pool .","2011","Leitud 2011. aastal","no","Reinbek, Raj. III -  , Saksa kaubaaurik, ehit. 1938. aastal Lubecki laevatehases, pikkus 99,3 meetrit, laius 14,7 meetrit, 2804 brt. Torpedeeriti 10.dets.1939.aastal Vene allveelaeva Sts-322 poolt Naissaarest N pool koordinaatides 59*42,300<U+00B4>N; 24*27,490<U+00B4>E. Leitud 2011.a. (A, miramarshipindex, Lutt)"
519,"Serbino","Serbino","no","Inglismaa","1913","20. sajand","aurik","kaubalaev","aurulaev","94.57","13.62","2205",NA,"1913 - ehitamine, Inglismaa 17.08.1915(?) - torpedeerimine","lammutatud",59.0168656417654,23.098376620315,"Vormsi lahistel","torpeedo",1915,NA,"Vormsi","saarelahedane","Torpedeeriti U-9 poolt Vormsi juures 17.08.1915 (?).a. Lammutati hiljem vanarauaks.",NA,NA,"no","Serbino, Raj. V -   , Inglise aurik, kaubalaev, ehit. 1913.a. Inglismaal, 2205 BRT. L=94,57 m, B=13,62 m.  Torpedeeriti U-9 poolt Vormsi juures 17.08.1915 (?).a. Lammutati hiljem vanarauaks. (merekaardil, A40, A65 lk.90, A87)"
27,"Stella","Stella","yes","Saksamaa","1889","20. sajand","aurik","kaubalaev","aurulaev","47.22","7.79","460",NA,"1889 - ehitamine, Flensburg, Saksamaa mai 1915 - tegevuse algus vene miinitraalerina 22.08.1915 - laevahukk","yes",59.6327076654983,24.5373341440405,"Naissaarest N pool",NA,1915,NA,"Naissaar","saarelahedane","Hukkus miinikaitse lohkelaengutel Naissaarest N pool 22.08.1915.a.",NA,NA,"no","Stella (miinitraaler nr.6), Raj. II - , aurik, kaubalaev, alates 05.1915 Vene miinitraaler, ehit. 1889 Saksamaal Flensburgis, L=47,22 m B=7,79 m, veevaljasurve 700 t, mahutavus 460 brt. hukkus miinikaitse lohkelaengutel Naissaarest N pool 22.08.1915.a. (leitud, videofilm, merekaardil, A6 lk.374, A81 joon.5, sonari pilt)"
2528,"Thalia","Thalia","no","Inglismaa",NA,"19. sajand","aurik","kaubalaev","aurulaev",NA,NA,NA,NA,"03.01.1890 - laevahukk","yes",NA,NA,"Tallinnamadal","madalalesoit",1890,NA,"Tallinnamadal","madal","Hukkus puuvillalaadungiga Tallinnamadalal 03.01.1890.a.",NA,"Asukoht teadmata","no","Thalia, Raj. II -   , inglise aurik, kaubalaev, hukkus puuvillalaadungiga Tallinnamadalal 03.01.1890.a. Saatus teadmata. (A87, A88, lk.26)"
2531,"Tobol","Tobol","no","Venemaa",NA,"20. sajand","aurik","kaubalaev","aurulaev",NA,NA,"2758",NA,"29.08.1941 - laevahukk, Juminda miinivali","yes",NA,NA,"Juminda miinivalja idaserv",NA,1941,NA,"Juminda miinivali","miinivali","Hukkus Juminda miinivalja idaserval 29.08.1941",NA,"Leidmata","no","Tobol, Raj. II -   , Vene aurik, kaubalaev, 2758 brt, hukkus Juminda miinivalja idaserval 29. augustil 1941.a. Leidmata. (A1; A324)"
2212,"Marie Anette","Marie Anette","no","Lati",NA,"19. sajand","galeass","kaubalaev","purjelaev","30",NA,NA,NA,"16.09.1885 - laevahukk 29.07.2005 - avastamine 19.10.2005 - taiendav uurimine, Tuukritoode OU 17.11.2005 - taiendav uurimine, Merevagi","yes",59.7137484787816,25.044718367011,"Keri saarest ca 1 miili kaugusel N pool","kokkuporge",1885,"98","Keri","saarelahedane","Kokkuporge purjekaga Anna Ottilie. Hukkus kaks meeskonnaliiget (tuurimees ja kokk), paasesid kapten ja kolm meeskonnaliiget.","2005","Avastatud Soome reisilennuki Kaleva otsimise kaigus 29. juulil 2005. aastal koordinaatides 59*42,8470<U+00B4>N; 25*02,6670<U+00B4>E. Vrakki kontrolliti Tuukritoode OU ringskaneeriva sonari ja videorobotiga 19.okt.2005. aastal ning merevae miinijahtija Wambola Klein kulgvaatesonariga 17.nov. 2005. aastal.","no","Maria Anneta, Raj. II -  , vaike Lati purjelaev, mis 16.sept.1885.a. kipsilaadungiga teekonnal Riiast Peterburi Keri saarest ca 1 miili kaugusel pohja pool Anna Ottilie nimelise purjekaga kokku porkas ja pohja laks. Hukkus kaks meeskonnaliiget (tuurimees ja kokk), paasesid kapten ja kolm meeskonnaliiget. (A Shipwher ID 700) Vt.ka Kerivrak 1; Kerivrak 1, Raj. II - , tundmatu vaikese purjelaeva vrakk, avastatud Soome reisilennuki Kaleva otsimise kaigus 29. juulil 2005. aastal koordinaatides 59*42,8470<U+00B4>N; 25*02,6670<U+00B4>E. Sugavus 98 meetrit. Vrakki kontrolliti Tuukritoode OU ringskaneeriva sonari ja videorobotiga 19.okt.2005. aastal ning merevae miinijahtija Wambola Klein kulgvaatesonariga 17.nov. 2005. aastal. Fikseeriti 30 meetri pikkuse, arvat.19. saj. purjelaeva usna lagunenud vrakk. Identifitseerimata. Vt.ka Maria Annete (A Shipwher ID 700)"
373,"F-112600","F-112600","no","Venemaa",NA,"20. sajand","praam","kaubalaev",NA,NA,NA,"1000","Saksa numbriga venelaste kasutuses olnud praam","19.11.1944 - laevahukk","yes",59.4510578580971,24.0595422195638,"Pakri neeme lahedal","torpeedo",1944,NA,"Pakri poolsaar","neem","Uputati torpeedoga Saksa allveelaeva U-481 poolt 19.11.1944.a. Pakri neeme lahedal.",NA,"Leitud Mare sonariga","no","F-112600 Raj. III -  , Saksa numbriga venelaste kasutuses olnud praam 1000 t, uputati torpeedoga Saksa allveelaeva U-481 poolt 19.11.1944.a. Pakri neeme lahedal koordinaatides 59*27,0874<U+00B4>N; 24*03,5678<U+00B4>E Leitud Mare sonariga. (A303)"
2429,"Drey Gebruder","Drey Gebruder","no","Taani",NA,"19. sajand",NA,"kaubalaev",NA,NA,NA,NA,"kaubalaev (jagt)","27.11.1823 - karilesoit, meesknna viimine Malusi saarele 01.12.1823 - purunemine tormis 04.12.1823 - meeskonna viimine Kolga moisa","yes",NA,NA,"Malusi kari","karilesoit",1823,NA,"Malusi","kari","Taani kaubalaev (jagt) soitis 27.11.1823. aastal teekonnal Kroonlinnast Nasgosse Malusi karile kinni. Kaldalt tuli appi paat, mis meeskonna saarele toimetas ja vrakilt paasta andis, mis voimalik. 1.12.1823. aastal puhkes vali torm, mis vraki purustas. 4.detsembril viidi meeskond kaldale, Kolga moisa. Vrakijaanused tuvastamata.",NA,"Vrakijaanused tuvastamata","no","Drey Gebruder, Raj. II -  , Taani kaubalaev (jagt) soitis 27.11.1823. aastal teekonnal Kroonlinnast Nasgosse Malusi karile kinni. Kaldalt tuli appi paat, mis meeskonna saarele toimetas ja vrakilt paasta andis, mis voimalik. 1.12.1823. aastal puhkes vali torm, mis vraki purustas. 4.detsembril viidi meeskond kaldale, Kolga moisa. Vrakijaanused tuvastamata.(A TLA.1213.1.7, l.9-10, Interreg register ID 83)"
2411,"Alexander","Alexander","no","Inglismaa",NA,"19. sajand",NA,"kaubalaev","purjelaev",NA,NA,NA,NA,"04.11.1828 - laevahukk","yes",NA,NA,"Kalkgrund (Ruamadal).","madalalesoit",1828,NA,"Ruamadal","madal","Soitis teekonnal Kroonlinnast Hulli 4. novembril 1828. aastal kinni Kalkgrundile (Ruamadal). Meeskond paasteti kohalike randlaste poolt. Laev muutus vrakiks.",NA,NA,"no","Alexander, Raj. II -  , Inglise purje-kaubalaev, soitis teekonnal Kroonlinnas Hulli 4. novembril 1828. aastal kinni Kalkgrundile (Ruamadal). Meeskond paasteti kohalike randlaste poolt, laev muutus vrakiks. (A TLA.1213.1.8, l.44-46, Interreg reg.ID 108)"
155,"Arno","Arno","no","Norra","1899","19. sajand",NA,"kaubalaev","aurulaev","30.62","6.8","187",NA,"1899 - ehitamine, Thorskog, Norra 17.-18.08.1941 - laevahukk","yes",NA,NA,"Narva lahes","ohurunnak",1941,NA,"Narva laht","laht","Uputati 17.-18.08.1941 Narva lahes Saksa lennukipommiga.",NA,"Asukoht teadmata","no","Arno (ex Klarelfven), Raj. I -  , kaubalaev, aurik, 187 BRT, L=30,62 m  L=6,80 m, ehitatud 1899 Thorskog<U+00B4>is Norras. Uputati 17.-18.08.1941.a. Narva lahes Saksa lennukipommiga. Asukoht teadmata. (A127 lk.58, 256, 257, foto)"
2425,"Britannia","Britannia","no","Inglismaa",NA,"19. sajand",NA,"kaubalaev","purjelaev",NA,NA,NA,NA,"31.10.1823 - valjumine reisile Kunda-London 06.11.1823 - tormi algus, milles laev hukkus","yes",NA,NA,"Kalkgrundi madal, triivinud Vaindloo poole","madalalesoit",1823,NA,"Kalkgrundi madal","madal","Teel sattus laev Kalkgrundi madalale, kaotas tuuri, sai leki ja hakkas triivima Vaindloo poole. Saare lahistel jai laev ankrusse. 6. novembril tousis torm, rebis laeva ankrult ja viis rannakividele, kus muutus vrakiks.",NA,NA,"no","Britannia, Raj. II -  , Inglise purje-kaubalaev valjus 31.10.1823. aastal Kunda sadamast sihtkohaga Londonisse. Teel sattus laev Kalkgrundi madalale, kaotas tuuri, sai leki ja hakkas triivima Vaindloo poole. Saare lahistel jai laev ankrusse. 6. novembril tousis torm, rebis laeva ankrult ja viis rannakividele, kus muutus vrakiks. (A TLA.1213.1.7, l.11-13, Interreg reg. ID 84)"
41,"Frack","Frack","no","Soome",NA,"20. sajand",NA,"kaubalaev",NA,NA,NA,"859",NA,"I maailmasoda - Venemaa alluvuses 23.04.1915 - laevahukk","yes",59.8498874617185,19.5998524952332,"Botnia lahe suul","uputamine, torpeedo ?",1915,NA,"Botnia laht",NA,"Uputati Saksa allveelaeva U-26 poolt Botnia lahe suul",NA,"Vrakk soomlaste ja/voi rootslaste poolt leitud","no","Frack, Raj. IV - , Soomes ehitatud kaubalaev, I maailmasoja ajal Venemaa alluvuses, mahutavusega 859 BRT, uputati Saksa allveelaeva U-26 poolt Botnia lahe suul, koordinaatides ligilahedaselt 59*51<U+00B4>N; 19*36<U+00B4>E 23.04.1915. aastal. Vrakk soomlaste/rootslaste poolt(?)leitud."
1,"Moero","Moero","no","Saksamaa","1937","20. sajand",NA,"kaubalaev",NA,"130","17","6111",NA,"1937 - ehitamine, Flensburg 22.09.1944 - laevahukk","yes",57.4333747686043,20.3000173128363,NA,NA,1944,NA,NA,NA,"Hukkus Belgia lipu all teekonnal Tallinnast Saksamaale, suure hulga pogenikega pardal (2500-2700 hukkunut) Vene pommirunnakus 22. septembril 1944. aastal.",NA,NA,"no","Moero, Raj. ?  , Saksa kaubalaev, 6111 BRT, pikkus 130, laius 17 meetrit, ehit. Flensburgis 1937 aastal. Hukkus Belgia lipu all teekonnal Tallinnast  Saksamaale, suure hulga pogenikega pardal (2500-2700 hukkunut) Vene pommirunnakus 22. septembril 1944. aastal koordinaatides ligikaudu 57*26<U+00B4>N; 20*18<U+00B4>E. (A403, miramarshipindex raport 5614760)"
2489,"Naissaar","Naissaar","no","Inglismaa","1911","20. sajand",NA,"kaubalaev","aurulaev","78.9","11.37","1892",NA,"1911 - ehitamine, Inglismaa 29.08.1941 - laevahukk","yes",NA,NA,"Juminda miinivaljal, arvatavalt Mohnist E pool","miin, lennurunnak",1941,NA,"Juminda miinivali","miinivali","Hukkus miinil ja pommirunnaku tagajarjel Juminda miinivaljal, arvatavalt Mohnist E pool 29.08.1941.a.",NA,"Leidmata","no","Naissaar (ex Ford Castle, BT-584), Raj. II -   , kaubalaev, aurik 1892 BRT, ehit. 1911.a. Inglismaal, L=78,90 m  B=11,37 m. Hukkus miinil ja pommirunnaku tagajarjel Juminda miinivaljal, arvatavalt Mohnist E pool 29.08.1941.a. Leidmata. (A1 lk.107,128, A4 lk.35, A324, foto)"
683,"Penelope","Penelope","no","Inglismaa","1871","19. sajand",NA,"kaubalaev","aurulaev","70.1","9.17","1202",NA,"1871 - ehitamine, Inglismaa 24.08.1917 - laevahukk","yes",57.9053831949892,22.0732882654217,"Sorve majaka lahistel","ohurunnak",1917,NA,"Sorve","poolsaar","Uputati Saksa lennuki poolt 24.08.1917.a. Sorve majaka lahistel.",NA,NA,"no","Penelope, Raj. VI -   , Inglise kaubalaev, aurik, 1202 BRT, ehit. 1871.a. Inglismaal, L=70,10 m, B=9,17 m. Uputati Saksa lennuki poolt 24.08.1917.a. Sorve majaka lahistel. (merekaardil, A40, A87)"
728,"Dagmar","Dagmar","no","Rootsi, Goteborg","1871","19. sajand","aurik","reisi-kaubalaev","aurulaev","45.6","7.6","376 brt/ 221 nrt","20. sajandi algul moderniseeriti masinate vahetuse teel. 376 brt, 221 nrt, kiirus 10 solme. I klassi reisijaid 29, II klassi reisijaid 200. Uhetekiline.","1871 - ehitamine, Goteborg 20. saj algus - moderniseerimine 19.08.1915 - laevahukk 2012 - hukukoha koordinaatide tapsustamine","yes",58.0554632380461,24.3927298876695,"Haademeeste lahistel","uputamine",1915,NA,"Haademeeste","rannikulahedane","Uputati Saksa miinilaeva V-29 poolt Haademeeste all 19.08.1915.a. koos kahe puksiiris olnud purjekaga, kuna vedas sojavarustust. Hukukoht koordinaatides 58*03,350<U+00B4>N; 24*23,551<U+00B4>E.",NA,"Hukukoha koodinaadid tapsustas 2012. aastal A. Ossiptsuk","no","Dagmar, Raj. VII -  , aurik, kahe soukruviga teraskorpusega uhetekiline reisi-kaubalaev, algselt AAVASAKSA, ehit. 1871 Goteborgis, 20. saj. algul moderniseeriti masinate vahetuse teel, 376 brt, 221 nrt, pikkus 45,6, laius 7,6 meetrit, kiirus 10 solme, I klassi reisijaid 29, II klassi reisijaid 200,  uputati Saksa miinilaeva V-29 poolt Haademeeste all 19.08.1915.a. koos kahe puksiiris olnud purjekaga, kuna vedas sojavarustust. Hukukoht koordinaatides 58*03,350<U+00B4>N; 24*23,551<U+00B4>E. Tapsustas A.Ossiptsuk 2012. aastal. (A19 lk.31, Ossiptsuk, sonari pilt)"
419,"Kassari","Kassari","no","Venemaa","1888","19. sajand","aurik","reisi-kaubalaev","aurulaev","38.24","6.8","395.99","Kahetekiline reisi-kaubalaev, I maailmasoja ajal Vene miinitraaler","1888 - ehitamine, Turu, Soome 10.12.1939 - laevahukk","yes",59.4332380105407,21.799837151219,"Laanemeri","uputamine",1939,NA,"Laanemeri","avameri","Uputati Vene allveelaeva ?t?-323 poolt Laanemerel 10.12.1939.a.",NA,"Vraki asukoht ligilahedaselt teada, senini leidmata.","no","Kassari (ex Endla, Ebba Munk, Kometa), Raj. IV -  , aurik, 2-e tekiline reisi-kaubalaev, I maailmasoja ajal Vene miinitraaler, ehit. 1888 Turus, 395,99 BRT, L=38,24 m, B=6,80 m. Uputati Vene allveelaeva ?t?-323 poolt Laanemerel 10.12.1939.a. Vraki asukoht ligilahedaselt teada, senini leidmata. (A67 lk.60, A151 lk.14-15, A165, foto)"
553,"Rudolf","Rudolf","no","Taani","1894","19. sajand","aurik","reisi-kaubalaev","aurulaev","27.59","5.21","90.47","Uhetekiline reisi-kaubalaev","1894 - ehitamine, Helsingor, Taani 19.09.1941 - laevahukk","yes",58.7510901564533,23.5067265140335,"Matsalu laht",NA,1941,NA,"Matsalu laht","laht","Hukkus Matsalu lahes 19.09.1941.a.",NA,"Otsitud, seni leidmata.","no","Rudolf (ex Ruth, BT-585), Raj. V -   , aurik, 1-e tekiline reisi-kaubalaev, ehit. 1894 Helsingoris, 90,47 BRT, L=27,59 m, B=5,21 m. Hukkus Matsalu lahes 19.09.1941.a. Otsitud, seni leidmata. (A4 lk.37, foto)"
284,"Aegna","Aegna","no","Eesti","1904","20. sajand","aurik","reisi-kaubalaev","aurulaev","59.45","7.65","671.34","Uhetekiline reisi-kaubalaev, aurik.","1904 - ehitamine, Kiel 23.11.1944 - laevahukk","yes",59.6038777694184,24.7276901150426,"Aegna riff","udu",1944,NA,"Aegna","rahu","Hukkus udus Aegna rifil",NA,NA,"yes","Aegna (ex Adler, Seeadler, ujuvbaas PB B?K), Raj. II - , aurik, 1-e tekiline reisi-kaubalaev, ehit. 1904 Kielis, 671,34 BRT, L=59,45 m, B=7,65 m., Hukkus udus Aegna rifil 23.11.1944.a. Tormide, triivjaa ja metallikrattide poolt suurelt osalt lammutatud. A.Ossiptsuk leidis laeva pronkskella, mis asub meremuuseumis. (A4 lk.25,42, foto)"
713,"Banga","Banga","no","Rootsi","1871","19. sajand","aurik","reisi-kaubalaev","aurulaev","52.63","7.55","562/610",NA,"1871 - ehitamine, Rootsi I maailmasoda - osavott sojavae transportlaevana alates november 1918 - kuulumine Eesti erafirmale 1939 - muumine Latti 07.08.1941 - uleminek Balti laevastikku ujuvbaasi ja transpordilaevana juuli 1943 - kasutamine Balti laevastiku 6. divisjoni magnettraalerite ujuvbaasina 28.11.1944 - madalalesoit 29.11.1944 - uppumine","yes",58.2331182141095,23.7212174490308,"Ipsi madal Liivi lahes","madalalesoit, torm",1944,NA,"Ipsi madal","madal","Soitis halva nahtavusega Liivi lahes Ipsi madalale 28.11.1944.a. Uppus jargmisel paeval tugevas tormis.",NA,"Leidmata. Voimalik, et tosteti ules hiljem","no","Banga (ex Wasa), Raj. VII -  , aurik, reisi-kaubalaev, 562 (610) BRT, ehit. 1871.a. Rootsis. L=52,63 m, B=7,55 m. Vottis osa I maailmasojast sojavae transportlaevana. Novembrist 1918 kuulus Eesti erafirmale. 1939 muudi Latisse. 7.08.1941 voeti Balti laevastikku ujuvbaasi ja transpordilaevana. Juulist 1943 kasutati Balti laevastiku 6. divisjoni magnettraalerite ujuvbaasina. Soitis halva nahtavusega Liivi lahes Ipsi madalale 28.11.1944.a. Uppus jargmisel paeval tugevas tormis. Leidmata. Voimalik, et tosteti ules hiljem? (A4 lk.43, A290 lk.158, Ossiptsuk 2012, Utjupin 2014 foto)"
747,"Furst Suvorov","Furst Suvorov","no",NA,NA,"19. sajand","aurik","reisi-kaubalaev","aurulaev","33.8","4.9",NA,NA,"16.07.1860 - laevahukk","yes",NA,NA,"Heinaste. Praegune asukoht teadmata","karilesoit",1860,NA,"Heinaste","kari","Soitis Heinaste all kividele ja hukkus 16.07.1860.a.",NA,"Vrakk leidmata","no","Furst Suvorov, Raj. VII -  , aurik, kauba-reisilaev, L=33,8 m  B=4,9 m, soitis Heinaste all kividele ja hukkus 16.07.1860.a. Vrakk leidmata. (A64 lk.55, A186 lk.154-155)"
3171,"Pregrada","Pregrada","no","Rootsi","1858","19. sajand","aurik","reisi-kaubalaev","aurulaev","36.52","6.73","286",NA,"1858 - ehitamine, Rootsi alates august 1914 - tegutsemine miinitraalerina alates august 1915 - tegutsemine patrull-laevana (brandvaht) 19.10.1917 - laevahukk","yes",NA,NA,"Poosaspea","karilesoit",1917,NA,"Poosaspea neem","neem","Hukkus 19.10.1917.a. Poosaspea rannakividel.",NA,"Leidmata, ilmselt koristatud","no","Pregrada (ex Bore, Boris, Aura, Aura I, Planeta) Raj. III -   , aurik, reisi-kaubalaev, alates 08.1914. miinitraaler, alates 08.1915 patrull-laev (brandvaht), ehit. 1858 Rootsis, 286 BRT, L=36,52 m  B=6,73 m, hukkus 19.10.1917.a. Poosaspea rannakividel. Leidmata, ilmselt koristatud. (A72 lk.129, foto “Boris”)"
