"id","year","season","month","date_begin","date_end","date_begin_long","category","category_code","category_2","category_3","category_4","category_extra","description_original","description_comment","location","country"
"G0087",1893,"winter","12","19","19","1893-12-19","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schifffahrt","(Ein mißglückter kindlicher RettungS versuch) versetzte am vorigen Sonntag die betheiligten erwachsenen Personen in nicht geringe Aufregung. Ein etwa siebenjähriger Knabe spielte in einem am Hafenquai befestigten Boot und löst« beim Spielen das Tau des Bootes. Kaum war das Boot frei, so erfaßte es der Sturm, der am vorigen Sonntag besonders heftig wüthete. und trieb das leichte Fahrzeug, in dem sich nicht einmal Ruder befanden, mit dem jammernden kleinen Insassen den Hafen hinab und dem Libauschen See zu. Ein tapferer kleiner Spielgefährte des Davontreibenden wollte ihm zu Hülfe eilen, sprang in ein Boot, ergriff die Ruder und begann nun verzweifelt gegen Wind und Wetter anzukämpfen; doch vergebens, der klein? Retter erlag demselben Schicksal. wie sein Kamerad: steuerlos trieben die beiden Böte vor dem tobenden Sturm in den kleinen See hinein. Zur rechten Zeit wurde daS Verschwinden der Kinder noch von deren Angehörigen bemerkt. welche sofort mit Hilfe von Fischern und Arbeitern alle erdenklichen Nachsorschungen anstellten und nach einiger Zeit auch glücklich die beiden Knaben, ganz erstarrt von Wind und Kälte am jenseitigen Seeufer in ihren Böten auffanden. ",NA,"lv:wl:liepaja:","lv"
"G0293",1882,NA,"5","29","29","1882-05-29","1:1:5:4:, 1:1:4:8:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:sehrstark, 1:2:1:gebäude_bäume","Im Setzwegenschen Kircshpiele hat am 29. Mai en ungeheurer Sturm von Südost gewüthet, der, wie der ""Balt. Semk."" berichtet, Bäume glatt abgebrochen, die Strohdächer verwüstet",NA,"lv:ml:cv:","lv"
"G0615",1874,"autumn","10","10","11","1874-10-10","1:1:5:4:, 1:1:4:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"F2825",1884,"summer","7","9","9","1884-07-09","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:2:1:dächer_bäume, 1:2:1:ernte",NA,"Tartumaakonnast. Kodaverest. [9.juunil kell 9 algas äikesevihm, suure tuulega jne. Mis purustas katuseid, puid jm. Ning sadu tegi põldudesse kuni 10 jala laiusi kraave uhtudes ära nii seemne kui ka mulla...] [","ee:h:me:kodavere:","ee"
"F3304",1894,"autumn","11","29","29","1894-11-29","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Kuresaarest. Öösel 28/29. Nov. heitis siin välku ja ka müristamist oli kuulda. 3.detsembril hakkas siin tubliste külmetama ja 4.hakkas juba maad lumega katma. …",NA,"ee:we:sa:saaremaa:kuressaare:","ee"
"G0654",1877,"summer","8","28","28","1877-08-28","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:sehrstark","orkanartiger Sturm",NA,"ee:we:hiiumaa:ristna:","ee"
"G0050",1892,"autumn","11","27","27","1892-11-27","1:1:5:4:, 1:1:4:6:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Der russische Gaffelschooner ""Alfred"" mit Ballast nach Riga bestimmt, hat bei Domesnaes einen Anker und 45 Faden seiner Kette verloren. In Folge des Nord-Ost Sturmes konnte das Schiff Riga nicht erreichen und lief heute in unsern Hafen ein",NA,"lv:wl:du:kokasrags:","lv"
"C703",1822,"autumn","11","12","12","1822-11-12","1:1:5:4:, 1:1:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,NA,"12.nov. peilisid Ruhnot, tuul WSW – tormine, öösel pimeduses kokkupõrge teise laevaga","ee:we:ruhnu:","ee"
"G0656",1877,"winter","12","11","12","1877-12-11","1:1:5:4:, 1:1:4:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schwer","schwerer Sturm aus Süden",NA,"lv:wl:riga:","lv"
"F2721",1882,"summer","6","22","22","1882-06-22","1:1:2:8:, 1:2:3:, 1:2:1:","1:1:2:8:","weather description","precipitation","thunderstorm","1:2:3:blitzschlag_brände, 1:2:1:gebäude, 1:2:3:todesopfer","Kodaverest teatakse meile, et sääl 22.juulil pikne Alatskivi moonamehe maja põlema löönud. Mehe naene jäänud sisse, kuna naese õde hädaga pästetud saanud.",NA,"ee:h:me:kodavere:kodavere:","ee"
"F2863",1885,"summer","6","15","15","1885-06-15","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Võru poolt kirjutatakse meile, seal ei olevat lõikuse lootused mitte nii väga halvad. Paari nädalalise põua järel tulnud Jaanipäeval vihma ja vili kasvavat ilusaste, ehk küll heinasaak hästi kasinam olevat, kui mullu aastal.- 15.juunil saanud Pindi- Jaani kiriku torn pikse sisse löömise läbi vigastatud ning kahju olevat umbes 200 rubla suur.",NA,"ee:se:vo:","ee"
"C948",1829,"autumn","10","13","15","1829-10-13","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark",NA,"inglise laev väljus 29.septembril (u.k.) teisipäeval Londonist sihtkohaga Peterburi. 13.oktoobril Pakerordi lähistel, tugev torm ja pilves ilm. Õhtul jõuti Naissaare reidile sest tugeva tuule tõttu ei suudetud ümber saare purjetada. 14.okt. märatsev torm, oli tegu laeva kinnitamisega. 15.okt. torm märatses edasi, laev vallandus ja torm ajas Telliskopli ranna lähistel","ee:ne:tallinn:","ee"
"F2717",1882,"spring","5","29","29","1882-05-29","1:2:1:, 1:1:2:8:, 1:2:3:","1:2:1:","meteorological impacts","storm impact","storm impact","1:2:1:gebäude, 1:2:3:blitzschlag_gebäude, 1:2:3:todesopfer_2","Saaremaalt. [Kolmanda Nelipühi- paeva õhtul Sõmera külas lõi majjo tappis 9- aastase poisi ja tema 20-se õe, maja ja ka maal maja põlesid kõrega maha.]",NA,"ee:h:we:saaremaa:karla:somera","ee"
"F2482",1872,"spring","5","11","11","1872-05-11","1:2:1:, 1:1:5:3:","1:2:1:","meteorological impacts","storm impact","storm impact","1:2:1:opfer, 1:1:5:3:stark",NA,"Pernust. Tullekahjo ja veesurm. Ka tormist. (Ka Pärnus 11. Mail ""kangetorm"". Kahjo: 8 Hiiumaa kalameest uppunud.. Tallinnas oli samal ajal vaid tugev tuul ja hoog rasket vihma","ee:ne:tallinn:,  ee:we:hiiumaa:","ee"
"F2877",1885,"summer","7","9","9","1885-07-09","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,NA,"Tartust. [ilmad muutunud. 8/9 juuli öösel äike, vihm nüüd kestnud kolm päeva ja sooja vaid 12-15 kraadi.]","ee:se:tartu:","ee"
"F2722",1882,"summer","6","29","29","1882-06-29","1:1:5:4:, 1:1:2:7:, 1:2:1:, 1:2:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:2:2:felder","Vaivara kihelkonnas on 29.juunil suur torm ja rahesadu Lagena vallas 59 5/6 Peepiku vallas 26 4/6 tessätini alla rukist puruks löönud.",NA,"ee:h:ne:vaivara:vaivara:","ee"
"G0007",1890,"summer","8","15","16","1890-08-15","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig","Besonders schwierig gestaltetete sich der Dienst der auf den Inseln· Oesel und Dago unterhaltenen Kreuzerböte: zwei von ihnen wären zur Zeit des furchtbaren Sturmes am 15. und 16. August beinahe untergegangen. ",NA,"ee:we:sa:saaremaa:,    ee:we:sa:hiiumaa:","ee"
"F3356",1897,"spring","5","22","22","1897-05-22","1:1:5:5:, 1:2:1:","1:1:5:5:","weather description","wind strength",NA,"1:1:5:5:sehrschwer, 1:2:1:bäume","Unwetter, die von Hagelschauern begleitet waren, haben das Berichtsgebiet heuer öfter als in anderen Jahren heimgesucht, wobei nicht nur Saaten zerschlagen, Waldbäume gebrochen, sondern auch ganze Teile der Ackerkrume fortgeschwemmt wurden. Aus Palla: Das Unwetter am 22.Mai (73 0mm Niederschlag) ist ein ganz ungewöhliches Ereignis gewesen. …Im Wald hatte dem Wirbelwind einige Bäume entwurzelt.",NA,"ee:h:li:","ee"
"C930",1828,"autumn","10",NA,NA,"1828-10-NA","1:1:5:2:, 1:1:5:4:","1:1:5:2:","weather description","wind strength","moderate breeze (<bf6)","1:1:5:4:einige_tage","schlecht, zum Schluß einige gute Tage, Wind in Überfluß und ein Monath der viel Wind hat hat auch viel schlechtes Wetter. Der Sturm am 5. Und 6. Hat viel Schaden angerichtet, besonders auf der See. Hier wurden mehrere Schiffe auf den Strandt geworfen wobei Menschen ertrunken sind, besonders war es der Fall bei der Brantwache, die losgerissen wurde (man sagt durch Unvorschriftlichkeit) und scheiterte nich sehr weit von Lande, wobei 43 Menschen das Leben verlohren haben",NA,"ee:ne:tallinn:","ee"
"G0569",1889,NA,"1","14","14","1889-01-14","1:1:5:4:, 1:1:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark","Heute Nachmittag, um 6 Uhr, bei starken Weststurm, wurde ein Brand für den 4. Brandbezirk signalisirt",NA,"ee:ne:tallinn:","ee"
"G0198",1899,"autumn","10","13","13","1899-10-13","1:1:5:4:, 1:2:1:, 1:1:4:4:, 1:2:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig, 1:2:1:gebäude_bäume, 1:1:5:4: verbreiteteschäden","Libau. Ein heftiger Nord-West-Sturm hat in Libau am 13. October getobt und, wie die „LibZ tg."" berichte! , in der Stadt verschiedenen Schaden angerichtet: Zahlreiche Zäune sind umgeworfen und Bäume gebrochen. Von einem Hause in der Großen Straße wurde die Mauer _oeizierung und Stuckatur zum Theil gelöst und stürzte rasselnd auf das Troittoir (...).  Einem zweiten Haus an der Großen Straße hatte der Sturm eine etwa vier Faden lange Dachrinne losgerissen, die mit dem Ende über dem  Trottoir hängen blieb und die Passanten nicht wenig gefährdete. Auf einem Hofe an der Unger-Straße wurde durch den Sturm ein 7—8 Zoll dicker Kastanienbaum glatt durchgebrochen und stürzte wenige Fuß vor einem Fenster nieder, ohne irgend welchen Schaden anzurichten. Im innern Hafen stieg das Wasser auf 21 Fuß 1 Zoll, wodurch die _Atiackeninsel und die niedriger geelegenen Stellen hinter der Eisenbahnbrücke überschmemmt wurden. Eine Anzahl _Sleeper, die sich von ihren Befestigungen gelost hatten, waren auf's Bollwerk gespült worden. ",NA,"lv:wl:li:","lv"
"A209",1822,"spring","3","22","22","1822-03-22","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:opfer","Bei Schliessen der Hofpforte bei Sturm wird Frau von derselben erschlagen",NA,"ee:ne:Tallinn:","ee"
"G0371",1884,NA,"4","24","24","1884-04-24","1:1:5:4:, 1:1:2:8:, 1:1:2:7:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5.4:stark","Auf einige Blitze und Donnerschlage brach ein starker von Hagel und Sturm begleiteter Regen los",NA,"lv:sl:bu:","lv"
"F3254",1893,"summer","7","19","19","1893-07-19","1:1:5:5:","1:1:5:5:","weather description","wind strength",NA,"1:1:5:5:sehrschwer","20. Juli ein Orkan brauste Gestern abend in Riga um 6 Uhr wiederum über unserer Stadt hinweg und richtete in einzelen Gegenden durch seine kolossale Heftigkeit bedeutenden Schaden an. Nahmentlich wurde der Wald zwischen Hagensberg und Sassenhof stark in Mitleidenschaft gezogen",NA,"lv:ml:riga:","lv"
"A328",1857,"winter","1","3","3","1857-01-03","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:schifffahrt_eingeschränkt","Im 2. Januar verließ Capitan Penschau Bolderaa und hatte am folgenden Tage schon DomeSne erreicht, als ihn ein heftiger Sturm zum Umkehren zwang.",NA,"lv:ml:ri:bolderaja:,   lv:wl:du:kolkasrags:","lv"
"F2516",1874,"summer","7","30","30","1874-07-30","1:1:5:3:, 1:1:2:8:, 1:2:3:, 1:2:1:, 1:1:2:1:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark, 1:2:3:opfer, 1:2:3:","Viru maakonnast. Piktse surm. [Kadrina khlk.] Vihma sadas siin Juuli kuus pea igapääv, aga 30 Juulil hirmus kange tuule ja mürristamisega, et puid maha murdis ja katuksid lõhkus, päälegi langes vihm rahega segi. ... [Kangesti pere sulase on välk maha löönud - vihmavarjus põllul vihmhunnikus.]",NA,"ee:h:ne:kadrina:","ee"
"F2214",1864,"spring","5","8","8","1864-05-08","1:1:5:4:, 1:1:4:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:3:stark","Narva 11 mai. – 8. mai hommikul tugev NW tuul, mis varsti tormiks üle läks",NA,"ee:ne:narva:","ee"
"G0662",1878,"summer","7","11","12","1878-07-11","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:sehrstark","Anch in Kurland hat der orkanartige Sturm in der Nacht vom 11. auf den 12. Juli Schaden angerichtet.",NA,"lv:sl:jelgava:        ","lv"
"G0013",1890,"autumn","10","7","7","1890-10-07","1:1:5:4:, 1:2:1:, 1:1:4:7:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:todesopfer_2, 1:1:5:4:schiffsinkt, 1:2:1:schiff","Am 7. Oktober Morgens 3 Uhr strandete und zertrümmerte sofort auf dem Riff bei Domesnaes bei Oststurm und bewölktem Himmel das von Riga mit einer Ladung Gyps nach Libau bestimmte russische Schoonerschiff ,Eugenic'. Von der aus 6 Mann bestehenden Besatzung ertranken sofort 2 Mann. Die anderen 4 Leute, welche auf dem am  Anker festsitzenden Wrackstück geblieben waren, wurden am nächsten Morgen von dem Kronrettungsboote und dessen Bedienungsmannschaft abgenommen und glücklich gelandet. ",NA,"lv:wl:du:kolkasrags:","lv"
"D286",1829,"winter","12","24","24","1829-12-24","1:1:5:4:, 1:1:4:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Stürmisch aus SW",NA,"lv:ml:riga:","lv"
"F3155",1890,"summer","6","24","24","1890-06-24","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"“Ait piksest põlema lõdud 24. Juni 1890 ja kõigeka ära põlenud mis sees olli ja ei olle mitte sugguki süja jäenu...” “Luka einama jäenud sure wee perast tegemata” (1892). Suvi väga vihmane ja külm (jaan Oja)",NA,NA,NA
"C806",1824,"winter","12","18","18","1824-12-18","1:1:5:3:, 1:1:4:5:, 1:1:4:4:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark",NA,"… lõunast peale aga muutus uuesti külmaks, tuul hakkas puhuma NNW ja muutus tugevaks, laeva taklaaz jäätus, ei saanud laeva käsitleda ja otsustati Tallinna sisse sõita","ee:we:la:osmussaar:","ee"
"C484",1813,"winter","12",NA,NA,"1813-12-NA","1:1:5:3:, 1:1:2:5:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,"1814 brachte nach einem fürchterlich ungestühmen Winter und vielem Schnee",NA,"lv:ml:smiltene:","lv"
"G0632",1875,"autumn","11","11","11","1875-11-11","1:1:5:4:, 1:1:4:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"F2312",1867,"summer","7","13","13","1867-07-13","1:1:2:8:, 1:2:3:","1:1:2:8:","weather description","precipitation","thunderstorm","1:2:3:gebäude","Länemalt (Piksekahjo)... et pikne 13. Julil Martna kirrikomõisa olli põllema lönud ja maea tervelt ärrapõllenud... Vihmane sui leutab kõik asjad ärra, miks ka mitte kirjutamise lusti?",NA,"ee:h:we:la:martna:rannamois:","ee"
"G0234",1880,"autumn","10","17","17","1880-10-17","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:sehrstark","Am 7., 17. und 27. October hatten wir orkanartige Stürme",NA,"lv:wl:liepaja:","lv"
"G0423",1885,NA,"5","29","29","1885-05-29","1:1:5:4:, 1:1:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Kurz nach dem starken Regen in der Nacht setzte ein frischer Sturm aus West ein, der noch andauert",NA,"lv:wl:liepaja:","lv"
"F3164",1890,"summer","8","15","16","1890-08-15","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark","Hiiumaalt kurvad teated raskesta kahjude üle. Metsad murtud, laevad randa aetud, ära uputatud jne. Kõpus 2 tuletorni lõhutud, mere ääres on vesi tõusnud ja põllud üle ujutanud, vilja rikkunud ja minema viinud jne.",NA,"ee:we:hiiumaa:,  ee:we:hiiumaa:kõpu:","ee"
"D266",1828,"winter","2","21","21","1828-02-21","1:1:5:4:, 1:1:4:5:, 1:1:2:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"stürmisch mit Schneegestöber aus N",NA,"lv:ml:riga:","lv"
"G0151",1897,"summer","8","20","20","1897-08-20","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Gewitter und Sturm",NA,"lv:ml:riga:","lv"
"F3272",1894,"winter","1","30","30","1894-01-30","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Karjast. Õhtul, 30.Januaril kuuldi kellu 7 ajal õige valju müristamist põhja õhtu pool. Rahvas kuultab õige käredat külma. …",NA,"ee:h:we:karja","ee"
"D265",1828,"winter","2","6","6","1828-02-06","1:1:5:4:, 1:1:4:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"stürmisch aus S",NA,"lv:ml:riga:","lv"
"G0282",1882,NA,"2","22","22","1882-02-22","1:1:5:4:, 1:1:4:2:, 1:1:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Heute weht ein Sturm aus WSW",NA,"lv:wl:liepaja:","lv"
"F2184",1863,"summer","7","10","10","1863-07-10","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm","1:1:2:8:verbreiteteschaden","... Perno maakonnast (Kirriko põlleminne). Halliste koggodusel on Jumal suurt kurvastust saatnud. Just tänna 2 näddala eest on pikne nende illust kirrikut põllema lönud, kui keik kustutsmise nõu ilmaasjata olnud",NA,"ee:h:se:pa:halliste:","ee"
"F2848",1885,"spring","5",NA,NA,"1885-05-NA","1:1:5:2:, 1:1:2:1:, 1:1:2:4:","1:1:5:2:","weather description","wind strength","moderate breeze (<bf6)","1:1:2:1:eher_nass","Sangastist. Kevadised ilmad on tänavu õige isemeelsed. Külmad tuuled ja ülearu vihma saud teevad põllumeestele suurt pea valu. [...] 8.-mal mail tuli pitksega õige jämedat rahet, nii et akna klaasid katki ja puu koore pealt ära peksis. Ilmad läksivad selle järele küll soemaks aga vihma saud ei vähene sugugi. ...",NA,"ee:se:va:sangaste:","ee"
"G0641",1876,"spring","4","10","10","1876-04-10","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:sehrstark, 1:2:1:fenster","Der Sturm währte nur gegen 5 Minuten, aber er war so heftig, daß die Häuser in deniFugen erbebten, die Thüren auf gerissen und die Fenster durch umhergeschleuderte Steine und Holzstücke eingeschlagen wurden. ",NA,"lv:ml:og:zadzene","lv"
"D281",1829,"summer","7","4","5","1829-07-04","1:1:5:4:, 1:1:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"stürmisch aus W",NA,"lv:ml:riga:","lv"
"G0611",1874,"autumn","9","1","1","1874-09-01","1:1:5:3:, 1:1:4:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"F3354",1897,"spring","4","30","30","1897-04-30","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Kolmapäeval 30.4.97. lõi pikne Jurjevis Uue uul. Madis Kochi kahekordse maja sisse. Välgunool on korstna kõrvalt katuseluugist sisse tulnud, korstna najal seisva redeli pilbasteks löönud, läbi lae eeskotta tunginud ja sääl lae all mööda krahvitraadis edasi jooksnud kolme ümber oleva tuasse, kus kahe traadi laiuselt lubi lae alt maha on kukkunud. Õhtu polt majaseinast on pikne välja läinud. Tubades olevat inimestest ei ole keegi viga saanud. –30.apr. õhtul lõi välk Sangaste M. talu laudad ning aidad põlema. Sisse jäänud palju lambaid, kariloomi ja viljaseemnet.",NA,"ee:se:tartu:","ee"
"G0159",1897,"autumn","11","6","6","1897-11-06","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schifffahrt","Während des gestrigen Sturmes strandete der schwedische Dreimaster-Schoner in der Lahosalschen Bucht, wohin er, von Odinsholm retournirend sich vor Top und Takel treiben ließ, um Schutz zu suchen. Die Mannschaft rettete sich an Land im eigenen Boote, da ein vom Lande abgegangenes Boot, als es schon dicht beim Schiffe war, zurückgeworfen wurde. ",NA,"ee:we:osmussaar:","ee"
"G0718",1875,"autumn","26","9","9","1875-26-09","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:todesopfer_11",NA,NA,"ee:b:väinameri:","ee"
