"id","year","season","month","date_begin","date_end","category","category_extra","location","description_original","description_comment","country","category_main"
"F2482",1872,"spring","5","11","11","1:2:1:","1:2:1:opfer, 1:1:5:3:stark","ee:ne:tallinn:,  ee:we:hiiumaa:",NA,"Pernust. Tullekahjo ja veesurm. Ka tormist. (Ka Parnus 11. Mail ""kangetorm"". Kahjo: 8 Hiiumaa kalameest uppunud.. Tallinnas oli samal ajal vaid tugev tuul ja hoog rasket vihma","ee","1:2:1"
"F2877",1885,"summer","7","9","9","1:1:2:8:",NA,"ee:se:tartu:",NA,"Tartust. [ilmad muutunud. 8/9 juuli oosel aike, vihm nuud kestnud kolm paeva ja sooja vaid 12-15 kraadi.]","ee","1:1:2"
"F2722",1882,"summer","6","29","29","1:1:5:4:","1:1:5:4:stark, 1:2:2:felder","ee:h:ne:vaivara:vaivara:","Vaivara kihelkonnas on 29.juunil suur torm ja rahesadu Lagena vallas 59 5/6 Peepiku vallas 26 4/6 tessatini alla rukist puruks loonud.",NA,"ee","1:1:5"
"G0007",1890,"summer","8","15","16","1:1:5:4:","1:1:5:4:heftig","ee:we:sa:saaremaa:,    ee:we:sa:hiiumaa:","Besonders schwierig gestaltetete sich der Dienst der auf den Inseln· Oesel und Dago unterhaltenen Kreuzerbote: zwei von ihnen waren zur Zeit des furchtbaren Sturmes am 15. und 16. August beinahe untergegangen. ",NA,"ee","1:1:5"
"F3356",1897,"spring","5","22","22","1:1:5:5:","1:1:5:5:sehrschwer, 1:2:1:baume","ee:h:li:","Unwetter, die von Hagelschauern begleitet waren, haben das Berichtsgebiet heuer ofter als in anderen Jahren heimgesucht, wobei nicht nur Saaten zerschlagen, Waldbaume gebrochen, sondern auch ganze Teile der Ackerkrume fortgeschwemmt wurden. Aus Palla: Das Unwetter am 22.Mai (73 0mm Niederschlag) ist ein ganz ungewohliches Ereignis gewesen. …Im Wald hatte dem Wirbelwind einige Baume entwurzelt.",NA,"ee","1:1:5"
"C930",1828,"autumn","10",NA,NA,"1:1:5:2:","1:1:5:4:einige_tage","ee:ne:tallinn:","schlecht, zum Schlu<U+00DF> einige gute Tage, Wind in Uberflu<U+00DF> und ein Monath der viel Wind hat hat auch viel schlechtes Wetter. Der Sturm am 5. Und 6. Hat viel Schaden angerichtet, besonders auf der See. Hier wurden mehrere Schiffe auf den Strandt geworfen wobei Menschen ertrunken sind, besonders war es der Fall bei der Brantwache, die losgerissen wurde (man sagt durch Unvorschriftlichkeit) und scheiterte nich sehr weit von Lande, wobei 43 Menschen das Leben verlohren haben",NA,"ee","1:1:5"
"G0569",1889,NA,"1","14","14","1:1:5:4:","1:1:5:4:stark","ee:ne:tallinn:","Heute Nachmittag, um 6 Uhr, bei starken Weststurm, wurde ein Brand fur den 4. Brandbezirk signalisirt",NA,"ee","1:1:5"
"G0198",1899,"autumn","10","13","13","1:1:5:4:","1:1:5:4:heftig, 1:2:1:gebaude_baume, 1:1:5:4: verbreiteteschaden","lv:wl:li:","Libau. Ein heftiger Nord-West-Sturm hat in Libau am 13. October getobt und, wie die „LibZ tg."" berichte! , in der Stadt verschiedenen Schaden angerichtet: Zahlreiche Zaune sind umgeworfen und Baume gebrochen. Von einem Hause in der Gro<U+00DF>en Stra<U+00DF>e wurde die Mauer _oeizierung und Stuckatur zum Theil gelost und sturzte rasselnd auf das Troittoir (...).  Einem zweiten Haus an der Gro<U+00DF>en Stra<U+00DF>e hatte der Sturm eine etwa vier Faden lange Dachrinne losgerissen, die mit dem Ende uber dem  Trottoir hangen blieb und die Passanten nicht wenig gefahrdete. Auf einem Hofe an der Unger-Stra<U+00DF>e wurde durch den Sturm ein 7—8 Zoll dicker Kastanienbaum glatt durchgebrochen und sturzte wenige Fu<U+00DF> vor einem Fenster nieder, ohne irgend welchen Schaden anzurichten. Im innern Hafen stieg das Wasser auf 21 Fu<U+00DF> 1 Zoll, wodurch die _Atiackeninsel und die niedriger geelegenen Stellen hinter der Eisenbahnbrucke uberschmemmt wurden. Eine Anzahl _Sleeper, die sich von ihren Befestigungen gelost hatten, waren auf's Bollwerk gespult worden. ",NA,"lv","1:1:5"
"A209",1822,"spring","3","22","22","1:1:5:4:","1:2:1:opfer","ee:ne:Tallinn:","Bei Schliessen der Hofpforte bei Sturm wird Frau von derselben erschlagen",NA,"ee","1:1:5"
"G0371",1884,NA,"4","24","24","1:1:5:4:","1:1:5.4:stark","lv:sl:bu:","Auf einige Blitze und Donnerschlage brach ein starker von Hagel und Sturm begleiteter Regen los",NA,"lv","1:1:5"
"F3254",1893,"summer","7","19","19","1:1:5:5:","1:1:5:5:sehrschwer","lv:ml:riga:","20. Juli ein Orkan brauste Gestern abend in Riga um 6 Uhr wiederum uber unserer Stadt hinweg und richtete in einzelen Gegenden durch seine kolossale Heftigkeit bedeutenden Schaden an. Nahmentlich wurde der Wald zwischen Hagensberg und Sassenhof stark in Mitleidenschaft gezogen",NA,"lv","1:1:5"
"A328",1857,"winter","1","3","3","1:1:5:4:","1:2:1:schifffahrt_eingeschrankt","lv:ml:ri:bolderaja:,   lv:wl:du:kolkasrags:","Im 2. Januar verlie<U+00DF> Capitan Penschau Bolderaa und hatte am folgenden Tage schon DomeSne erreicht, als ihn ein heftiger Sturm zum Umkehren zwang.",NA,"lv","1:1:5"
"F2516",1874,"summer","7","30","30","1:1:5:3:","1:1:5:3:stark, 1:2:3:opfer, 1:2:3:","ee:h:ne:kadrina:","Viru maakonnast. Piktse surm. [Kadrina khlk.] Vihma sadas siin Juuli kuus pea igapaav, aga 30 Juulil hirmus kange tuule ja murristamisega, et puid maha murdis ja katuksid lohkus, paalegi langes vihm rahega segi. ... [Kangesti pere sulase on valk maha loonud - vihmavarjus pollul vihmhunnikus.]",NA,"ee","1:1:5"
"F2214",1864,"spring","5","8","8","1:1:5:4:","1:1:5:3:stark","ee:ne:narva:","Narva 11 mai. – 8. mai hommikul tugev NW tuul, mis varsti tormiks ule laks",NA,"ee","1:1:5"
"G0662",1878,"summer","7","11","12","1:1:5:4:","1:1:5:4:sehrstark","lv:sl:jelgava:        ","Anch in Kurland hat der orkanartige Sturm in der Nacht vom 11. auf den 12. Juli Schaden angerichtet.",NA,"lv","1:1:5"
"G0013",1890,"autumn","10","7","7","1:1:5:4:","1:1:5:4:todesopfer_2, 1:1:5:4:schiffsinkt, 1:2:1:schiff","lv:wl:du:kolkasrags:","Am 7. Oktober Morgens 3 Uhr strandete und zertrummerte sofort auf dem Riff bei Domesnaes bei Oststurm und bewolktem Himmel das von Riga mit einer Ladung Gyps nach Libau bestimmte russische Schoonerschiff ,Eugenic'. Von der aus 6 Mann bestehenden Besatzung ertranken sofort 2 Mann. Die anderen 4 Leute, welche auf dem am  Anker festsitzenden Wrackstuck geblieben waren, wurden am nachsten Morgen von dem Kronrettungsboote und dessen Bedienungsmannschaft abgenommen und glucklich gelandet. ",NA,"lv","1:1:5"
"D286",1829,"winter","12","24","24","1:1:5:4:",NA,"lv:ml:riga:","Sturmisch aus SW",NA,"lv","1:1:5"
"F3155",1890,"summer","6","24","24","1:1:2:8:",NA,NA,"“Ait piksest polema lodud 24. Juni 1890 ja koigeka ara polenud mis sees olli ja ei olle mitte sugguki suja jaenu...” “Luka einama jaenud sure wee perast tegemata” (1892). Suvi vaga vihmane ja kulm (jaan Oja)",NA,NA,"1:1:2"
"C806",1824,"winter","12","18","18","1:1:5:3:","1:1:5:3:stark","ee:we:la:osmussaar:",NA,"… lounast peale aga muutus uuesti kulmaks, tuul hakkas puhuma NNW ja muutus tugevaks, laeva taklaaz jaatus, ei saanud laeva kasitleda ja otsustati Tallinna sisse soita","ee","1:1:5"
"C484",1813,"winter","12",NA,NA,"1:1:5:3:",NA,"lv:ml:smiltene:","1814 brachte nach einem furchterlich ungestuhmen Winter und vielem Schnee",NA,"lv","1:1:5"
"G0632",1875,"autumn","11","11","11","1:1:5:4:",NA,"lv:sl:jelgava:        ",NA,NA,"lv","1:1:5"
"F2312",1867,"summer","7","13","13","1:1:2:8:","1:2:3:gebaude","ee:h:we:la:martna:rannamois:","Lanemalt (Piksekahjo)... et pikne 13. Julil Martna kirrikomoisa olli pollema lonud ja maea tervelt arrapollenud... Vihmane sui leutab koik asjad arra, miks ka mitte kirjutamise lusti?",NA,"ee","1:1:2"
"G0234",1880,"autumn","10","17","17","1:1:5:4:","1:1:5:4:sehrstark","lv:wl:liepaja:","Am 7., 17. und 27. October hatten wir orkanartige Sturme",NA,"lv","1:1:5"
"G0423",1885,NA,"5","29","29","1:1:5:4:",NA,"lv:wl:liepaja:","Kurz nach dem starken Regen in der Nacht setzte ein frischer Sturm aus West ein, der noch andauert",NA,"lv","1:1:5"
"F3164",1890,"summer","8","15","16","1:1:5:3:","1:1:5:3:stark","ee:we:hiiumaa:,  ee:we:hiiumaa:kopu:","Hiiumaalt kurvad teated raskesta kahjude ule. Metsad murtud, laevad randa aetud, ara uputatud jne. Kopus 2 tuletorni lohutud, mere aares on vesi tousnud ja pollud ule ujutanud, vilja rikkunud ja minema viinud jne.",NA,"ee","1:1:5"
"D266",1828,"winter","2","21","21","1:1:5:4:",NA,"lv:ml:riga:","sturmisch mit Schneegestober aus N",NA,"lv","1:1:5"
"G0151",1897,"summer","8","20","20","1:1:5:4:",NA,"lv:ml:riga:","Gewitter und Sturm",NA,"lv","1:1:5"
"F3272",1894,"winter","1","30","30","1:1:2:8:",NA,"ee:h:we:karja","Karjast. Ohtul, 30.Januaril kuuldi kellu 7 ajal oige valju muristamist pohja ohtu pool. Rahvas kuultab oige karedat kulma. …",NA,"ee","1:1:2"
"D265",1828,"winter","2","6","6","1:1:5:4:",NA,"lv:ml:riga:","sturmisch aus S",NA,"lv","1:1:5"
"G0282",1882,NA,"2","22","22","1:1:5:4:",NA,"lv:wl:liepaja:","Heute weht ein Sturm aus WSW",NA,"lv","1:1:5"
"F2184",1863,"summer","7","10","10","1:1:2:8:","1:1:2:8:verbreiteteschaden","ee:h:se:pa:halliste:","... Perno maakonnast (Kirriko polleminne). Halliste koggodusel on Jumal suurt kurvastust saatnud. Just tanna 2 naddala eest on pikne nende illust kirrikut pollema lonud, kui keik kustutsmise nou ilmaasjata olnud",NA,"ee","1:1:2"
"F2848",1885,"spring","5",NA,NA,"1:1:5:2:","1:1:2:1:eher_nass","ee:se:va:sangaste:","Sangastist. Kevadised ilmad on tanavu oige isemeelsed. Kulmad tuuled ja ulearu vihma saud teevad pollumeestele suurt pea valu. [...] 8.-mal mail tuli pitksega oige jamedat rahet, nii et akna klaasid katki ja puu koore pealt ara peksis. Ilmad laksivad selle jarele kull soemaks aga vihma saud ei vahene sugugi. ...",NA,"ee","1:1:5"
"G0641",1876,"spring","4","10","10","1:1:5:4:","1:1:5:4:sehrstark, 1:2:1:fenster","lv:ml:og:zadzene","Der Sturm wahrte nur gegen 5 Minuten, aber er war so heftig, da<U+00DF> die Hauser in deniFugen erbebten, die Thuren auf gerissen und die Fenster durch umhergeschleuderte Steine und Holzstucke eingeschlagen wurden. ",NA,"lv","1:1:5"
"D281",1829,"summer","7","4","5","1:1:5:4:",NA,"lv:ml:riga:","sturmisch aus W",NA,"lv","1:1:5"
"G0611",1874,"autumn","9","1","1","1:1:5:3:",NA,"lv:sl:jelgava:        ",NA,NA,"lv","1:1:5"
"F3354",1897,"spring","4","30","30","1:1:2:8:",NA,"ee:se:tartu:","Kolmapaeval 30.4.97. loi pikne Jurjevis Uue uul. Madis Kochi kahekordse maja sisse. Valgunool on korstna korvalt katuseluugist sisse tulnud, korstna najal seisva redeli pilbasteks loonud, labi lae eeskotta tunginud ja saal lae all mooda krahvitraadis edasi jooksnud kolme umber oleva tuasse, kus kahe traadi laiuselt lubi lae alt maha on kukkunud. Ohtu polt majaseinast on pikne valja lainud. Tubades olevat inimestest ei ole keegi viga saanud. –30.apr. ohtul loi valk Sangaste M. talu laudad ning aidad polema. Sisse jaanud palju lambaid, kariloomi ja viljaseemnet.",NA,"ee","1:1:2"
"G0159",1897,"autumn","11","6","6","1:1:5:4:","1:1:5:4:schifffahrt","ee:we:osmussaar:","Wahrend des gestrigen Sturmes strandete der schwedische Dreimaster-Schoner in der Lahosalschen Bucht, wohin er, von Odinsholm retournirend sich vor Top und Takel treiben lie<U+00DF>, um Schutz zu suchen. Die Mannschaft rettete sich an Land im eigenen Boote, da ein vom Lande abgegangenes Boot, als es schon dicht beim Schiffe war, zuruckgeworfen wurde. ",NA,"ee","1:1:5"
"G0718",1875,"autumn","26","9","9","1:1:5:4:","1:2:1:todesopfer_11","ee:b:vainameri:",NA,NA,"ee","1:1:5"
"F2480",1872,"spring","5","10","10","1:1:2:8:","1:1:5:4:stark","ee:h:vo:urvaste:","Vorro maakonnast. Urvaste khlk. 10 mail koigepealt tugev aike, millele jargnes tugev vihm ja rahe.(kui tuvimuna suuruste teradega). Jargmisel paeval tugev torm, mis palju kahjo tegi",NA,"ee","1:1:2"
"B309",1856,"winter","1","27","27","1:1:2:8:",NA,"ee:we:parnu:","Am Freitage den 27 Januar Abends ungefahr 9 Uhr wurde von mehren Personen hier ein Blitz begleitet von starkem Donner, wahrgenommen","Parnu kirjasaatja.","ee","1:1:2"
"G0149",1897,"summer","6","25","25","1:1:5:4:","1:1:5:4:dacher_baume","ee:se:vi:riidaja","Am Mittwoch, den 25 Juni, ist um etwa 8 Uhr Abends uber den Hof Marsel ein von Suden her kommender cyklonartiger Sturm hingegangen, der viel Schaden angerichtet hat, indem er stattliche Baume spielend geknickt und u. Z. auch eine Scheune von ihrem Fundarnent gehoben hat, dieselbe anf eine Entfernung von etwa 10 Schritt von ihrem Standort niederiagennd. Soweit dem Sturme dichtere Waldbestande in den Weg gekommen, hat er sich darauf beschrankt, die Spitzen der Baume zu rasiren. ",NA,"ee","1:1:5"
"A441",1867,"spring","4","1","1","1:1:5:4:","1:1:5:4:heftig","lv:ml:riga:bolderaja:","Ein heftiger Schneesturm aus Nordnordwest, der die ganze Nacht hindurch wuthete",NA,"lv","1:1:5"
"F3288",1894,"summer","7","13","14","1:2:1:","1:1:5:4:extrem, 1:2:1:todesopfer_10; 1:2:1:schiffsinkt","ee:l:peipus:","aus Rappin der fuchtbare Sturm, der am 13. Und 14. D. Monat muthete, auf dem Peipus viele Menschen zum Opfer gevordert habe. Von Pitrisaar bis Salusaar habe der Sturm nicht weniger al 13 Lodjen zerstummert, wobei die Insassen wohl zum gro<U+00DF>ten Theil ungekommenen sein durften: von einer Lodje hatten sich 4 Person auf einem Boote nach Salusaar ritten konne. Die untergegangenen Lodjen seien mit Brennholz und Balken beladen gewesen und die Ufer und Heuschlage von der Mundung bis noch Wobs, wodas Wasser bis zu 2 Fu<U+00DF> Hohe stieg…",NA,"ee","1:2:1"
"G0156",1897,"autumn","11","1","5","1:1:5:4:","1:1:5:4:heftig, 1:1:5:4:schifffahrt, 1:2:1:schiffsinkt","ee:ne:tallinn","Seit Montag wuthet hier ein heftiger Sturm. Ein aus Petersburg mit Holz nach Schweden segelnder Schooner ist bei Reval gestrandet. Die Mannschaft ist mit gro<U+00DF>er Muhe durch den Raketenapparat und ein Rettungsboot geborgen worden.",NA,"ee","1:1:5"
"G0160",1897,"autumn","11","7","7","1:1:5:4:","1:1:5:4:sehr schwer","lv:ml:ri:bolderaja:","Aus Bolderaa telegraphirt man dem Borsencomite vom 7. November: Der deutsche Dampfer ""Hector"", Capitain Prahm, gestern hier mit einer Ladung Stuckguter von Bremen eingekommen, hat auf seiner Reise infolge eines sehr schweren Sturmes Wasser im Vorraum erhalten. Weiterer Schaden vorlaufig noch unbekannt. ",NA,"lv","1:1:5"
"F2865",1885,"summer","6","22","22","1:1:2:8:",NA,"ee:me:jogeva:","Tartumaalt, Jogeva vallast teatatakse meile, ka seal olla viljavaljad kange palvaga korvetusel juba kollased ja linad oige vaesed, heinasaak keskmine. 22.juuni. loonud pikne moisa hoonekate maja polema ja koik nende kraam jaanud sisss. [""EP"" No 28, 10.juuli <U+00B4>85 teatel on poud ule-eestiline: Harjumaal, Viljandimaal, Parnumaal, Tartumaal jne. ...""]",NA,"ee","1:1:2"
"A190",1848,"summer","8","21","21","1:1:5:4:","1:2:1:schiff","ee:ne:Aksi:","Sturm lasst Schiff stranden",NA,"ee","1:1:5"
"F3265",1893,"summer","7",NA,NA,"1:1:2:8:",NA,"ee:h:li:","Liivimaal on juuli kuul pikne 25 tulekahju sunnitanud kus 47 maja ara polesivad ja ligi 18 tuhat rbl. kahju sai.",NA,"ee","1:1:2"
"F2489",1872,"summer","6","17","17","1:1:2:8:","1:2:3:todesopfer","ee:ne:narva:","Narvast. Monda [...] ka pitkse murristamist ja valgo lomist on tannavo meie pool vagga rohkeste olnud, mis monda kahjo teggi nenda kui, et ta 21. Mail ""Pimme varrava"" parkis ojumise maaa jures vee sees uht meest surmas ja 17.juunil siit Jamburgi poole uht raudtee maa arra purrustanud ja kolm meest seal juures mahha loonud",NA,"ee","1:1:2"
"B318",1860,"summer","6","5","5","1:1:2:8:",NA,"ee:we:parnu:","Pernust. Kas teie pool olli 5. Junil ka muristamist ja rahhe saddo? Meil Pernus olli, agga tanno Jummalale mitte rangaste. Enne lounat ja louna ajal tulli palla ilm ja parrast lounat kello 4 aial tousis akitse hommiko poolt rahhepilv ja muristamine kange tormiga, toi hea tortso wihma, sure erne suggused rahheterad seas, aga mitte pakso... Paav parast sedda ollid meie pool essimesed rukki oied nahha",NA,"ee","1:1:2"
"G0048",1892,"autumn","11","26","26","1:1:5:4:","1:1:5:4:stark, 1:1:5:4:schifffahrt","lv:wl:liepaja:","Durch den starken NO Sturm konnte der Dampfer „Dagmar"" von Windau nach Riga nicht hinkommen, mu<U+00DF>te anhalten und Libau als Nothhasen nehmen. — Die russischen  Schiffe ""Banga"", „Anïà Îttilie"", ""Michael"" und ""Feodor"" nach Riga bestimmt, mu<U+00DF>ten wegen des NO Sturmes Libau als Nothafen nehmen. ",NA,"lv","1:1:5"
"F2842",1885,"spring","4","1","1","1:1:5:4:","1:1:5:4:stark","ee:se:tartu:","Tartust. Jurikuu hakas Tartus oige kange tormiga ja lumesajuga. ... Eesti Postimees No 15, 10.apr. 1885: Laiuselt. [...] Nagu see rahva seas moodiks on voetud 1.aprillil uksteist petta, nonda sellega, et 1.aprillil lund suure tormiga maha sadas ja sellega koikide meeled nuraks jaivad.",NA,"ee","1:1:5"
"G0486",1886,NA,"11","18","19","1:1:5:4:",NA,"lv:wl:liepaja:","Seit Sonntag wehte ein frischer Westwind, der sich gestern und heute zu schwerem WSW.-Sturm steigerte.",NA,"lv","1:1:5"
"C929",1828,"autumn","10","18","18","1:1:5:4:","1:1:5:4:stark","ee:ne:tallinn:",NA,"18.okt. meeskond labi tormi katsus randa paaseda ja tassisid kaasa ka kokapoisi, keda arvati surnud olevat, aga Tallinna arsti abiga aratati ellu. 19-22.okt. kuna torm oli raugenud paasteti laadungit","ee","1:1:5"
"F2491",1872,"summer",NA,NA,NA,"1:1:2:8:","1:1:2:8:gewitter_viele, 1:1:2:8:schwer, 1:2:3:opfer","ee:ne:narva:","Narvast. Monda [...] ka pitkse murristamist ja valgo lomist on tannavo meie pool vagga rohkeste olnud, mis monda kahjo teggi nenda kui, et ta 21. Mail ""Pimme varrava"" parkis ojumise maaa jures vee sees uht meest surmas ja 17.juunil siit Jamburgi poole uht raudtee maa arra purrustanud ja kolm meest seal juures mahha loonud.",NA,"ee","1:1:2"
"G0065",1893,"winter","2","25","26","1:1:5:3:","1:1:5:4:schifffahrt, 1:1:5:3:heftig, 1:2:1:schiffsinkt","lv:wl:liepaja:","(Ein heftiger Sudweststurm) wuthete in der Nacht von Donnerstag auf Freitag und hielt auf See noch im Laufe des gestrigen Tages an. Die vor gestern ausgegangenen Dampfer durften, namentlich wenn  man das heftige Schneegestober in Betracht zieht, wohl fast durchweg eine schwere Reise haben. (...). Die durch den Sturm an der Kuste und besonders vor dem Hofen angestauten Eismassen sollen es fast unmoglich machen in See zu gehen. Nachdem sich gestern Nachmittag das Wetter mehr und mehr aufgeklart hatte, war man in Seemannskreisen der Meinung, da<U+00DF> da in Folge des Sturmes die Eismassen in der Ostsee in Bewegung gekommen waren, die ausgelaufenen Dampfer gut vorwarts arbeiten wurden. Leider scheint steh diese Annahme nicht zu bestatigen, denn nach gestern eingetroffenen Nachrichten sollen nicht weniger als 11 Dampfer bei Paulshafen im Eise sein, ein zwolfter Dampfer, wird berichtet, ist bei Siebenbergen auf Strand gesetzt und soll die Nothflagge fuhren.",NA,"lv","1:1:5"
"C702",1822,"autumn","11","11","11","1:1:5:3:","1:1:5:3:stark","ee:we:hiiumaa:kopu:",NA,"Taani brigg- laev 2 Venus” valjus Kroonlinnast 9.novembril uhes teiste laevadega ONO tuulega. Soodsa tuulega jouti 11.nov. kelle 7 ajal ohtul Dagerorti tuletorni lahedusse (nahti tuld). Selle paeva ohtul aga poordus tuul S ja SW ja muutus uha tormisemaks","ee","1:1:5"
"C603",1820,"spring","4","23","25","1:1:5:4:","1:1:5:4:stark","bs:",NA,"Lissabonist valjunud laev (18.martsil u.k.) sihtkoht Tallinn sattus Laanemeres 23.,24.,25.aprillil NW-N tormide katte, murdlaine ule parda","bs","1:1:5"
"G0625",1875,"autumn","9","7","8","1:1:5:3:",NA,"lv:sl:jelgava:        ",NA,NA,"lv","1:1:5"
"G0055",1892,"winter","12","7","7","1:1:5:4:","1:1:5:4:stark;1:1:5:4:schifffahrt",NA,"http://periodika.lv/periodika2-viewer/view/index-dev.html?lang=fr#panel:pa|issue:/p_003_lzpo1892s01n283|article:DIVL31|query:Sturme|issueType:P","Libausche Zeitung 1892",NA,"1:1:5"
"F3114",1889,"summer","7","27","27","1:1:2:8:",NA,"ee:h:me:jarvamaa:turi:","27.juulil loi pikne Sadukula valla, Pikanurme valla,  Muru talu elumaja polema, kus ta ka peretutre Kristiine surnuks loi.",NA,"ee","1:1:2"
"C715",1822,"autumn","11","30","30","1:1:5:3:","1:1:5:3:stark","ee:we:parnu:",NA,"30.nov. SW tuul – tormine ja kuna laeva vigastused olid suuremad, mida hilise aastaaja tottu ei saadud ette votta, tuli jaada talvekorterisse","ee","1:1:5"
"F3289",1894,"summer","7","2","2","1:1:2:8:",NA,"ee:h:we:haademeeste:tahkuranna:","Tahkurannast. Laup. 2.julil loi pikne siin uhe veikese perekonna elumaja polema. Surma sai uks soldati naine, kes kuskilt tulles sinna lainid vihmavarju otsima. Majarahvast enesest said koik kas enam voi vahem vigastatud. Pikne loonud korstnast sisse.",NA,"ee","1:1:2"
"G0116",1894,"winter","12","17","17","1:1:5:4:","1:1:5.4:stark","lv:wl:riga:","Heute gab es starken Sturm, der um die Dachfirsten heulte, dem Fu<U+00DF>ganger den Mantel auseinanderwehte und den Handlern auf dem Weihnachtsmarkte ihre Leinen-Dacher zerri<U+00DF> und ihren Waaren manchen Schabernack anthat. ",NA,"lv","1:1:5"
